harness,dataset,index,params,k,recall_at_k,mean_latency_us,p95_latency_us,build_seconds,index_bytes,base_bytes,queries,runs,timestamp
java,SIFT1M,"hnsw(M=16,efC=200,ef=16,sel=nearestM)","M=16,efC=200,ef=16,sel=nearestM",10,0.720930,34.279,51.625,208.821,144568308,512000000,10000,3,2026-09-05T08:14:10.483046Z
java,SIFT1M,"hnsw(M=16,efC=200,ef=64,sel=nearestM)","M=16,efC=200,ef=64,sel=nearestM",10,0.902490,90.066,123.875,208.821,144568308,512000000,10000,3,2026-09-05T08:14:13.309891Z
java,SIFT1M,"hnsw(M=16,efC=200,ef=256,sel=nearestM)","M=16,efC=200,ef=256,sel=nearestM",10,0.970470,270.217,373.958,208.821,144568308,512000000,10000,3,2026-09-05T08:14:21.708575Z
java,SIFT1M,"hnsw(M=16,efC=200,ef=512,sel=nearestM)","M=16,efC=200,ef=512,sel=nearestM",10,0.981160,474.040,665.541,208.821,144568308,512000000,10000,3,2026-09-05T08:14:36.464185Z
java,GIST1M,"hnsw(M=16,efC=200,ef=16,sel=nearestM)","M=16,efC=200,ef=16,sel=nearestM",10,0.382100,163.105,241.416,915.893,144568308,3840000000,1000,3,2026-09-05T08:29:54.134664Z
java,GIST1M,"hnsw(M=16,efC=200,ef=64,sel=nearestM)","M=16,efC=200,ef=64,sel=nearestM",10,0.591600,416.879,562.000,915.893,144568308,3840000000,1000,3,2026-09-05T08:29:55.805808Z
java,GIST1M,"hnsw(M=16,efC=200,ef=256,sel=nearestM)","M=16,efC=200,ef=256,sel=nearestM",10,0.750400,1158.281,1461.542,915.893,144568308,3840000000,1000,3,2026-09-05T08:30:00.447907Z
java,GIST1M,"hnsw(M=16,efC=200,ef=512,sel=nearestM)","M=16,efC=200,ef=512,sel=nearestM",10,0.800800,1943.927,2484.167,915.893,144568308,3840000000,1000,3,2026-09-05T08:30:08.231271Z
