harness,dataset,index,params,k,recall_at_k,mean_latency_us,p95_latency_us,build_seconds,index_bytes,base_bytes,queries,runs,timestamp
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=1)","nlist=1024,m=16,nprobe=1",10,0.313040,23.399,28.334,113.775,20659460,512000000,10000,3,2026-09-04T09:26:15.386699Z
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=4)","nlist=1024,m=16,nprobe=4",10,0.490270,56.885,74.500,113.775,20659460,512000000,10000,3,2026-09-04T09:26:17.170073Z
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=8)","nlist=1024,m=16,nprobe=8",10,0.538410,100.624,130.417,113.775,20659460,512000000,10000,3,2026-09-04T09:26:20.299593Z
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=16)","nlist=1024,m=16,nprobe=16",10,0.562820,187.200,231.792,113.775,20659460,512000000,10000,3,2026-09-04T09:26:26.112958Z
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=32)","nlist=1024,m=16,nprobe=32",10,0.571730,358.447,418.709,113.775,20659460,512000000,10000,3,2026-09-04T09:26:37.233630Z
java,SIFT1M,"ivfpq(nlist=1024,m=16,nprobe=64)","nlist=1024,m=16,nprobe=64",10,0.574130,694.276,773.958,113.775,20659460,512000000,10000,3,2026-09-04T09:26:58.762108Z
