query,recall,d1,dk,spread,orphan_neighbours
578,0.8000,1.1019,1.1459,1.0399,0
579,0.9000,1.1091,1.1766,1.0609,0
580,1.0000,0.3166,0.3478,1.0986,0
581,0.8000,1.0587,1.0855,1.0253,0
582,0.4000,1.2894,1.3562,1.0518,0
583,0.2000,1.5567,1.6353,1.0505,1
584,0.6000,1.0846,1.1169,1.0298,0
585,0.1000,1.5590,1.6506,1.0587,0
586,0.9000,1.5608,1.6055,1.0286,0
587,1.0000,0.9852,1.0030,1.0181,0
588,0.9000,1.0652,1.1003,1.0329,0
589,0.3000,1.7225,1.7478,1.0147,1
590,1.0000,0.8034,0.8639,1.0753,0
591,1.0000,1.1597,1.2061,1.0400,0
592,0.8000,1.5176,1.5805,1.0415,0
593,0.6000,1.4410,1.5040,1.0437,0
594,1.0000,1.4080,1.5062,1.0697,0
595,0.9000,0.8854,0.9326,1.0533,0
596,1.0000,1.3441,1.4799,1.1011,0
597,1.0000,1.1774,1.2340,1.0482,0
598,1.0000,1.0164,1.1078,1.0899,0
599,0.7000,1.0798,1.1812,1.0939,0
600,0.5000,1.1933,1.3116,1.0991,0
601,1.0000,1.2681,1.3592,1.0719,0
602,1.0000,0.9605,1.0717,1.1158,0
603,1.0000,1.2391,1.3005,1.0495,0
604,0.9000,1.1861,1.2577,1.0604,0
605,1.0000,0.4986,0.5362,1.0754,0
606,0.5000,1.2415,1.2956,1.0435,0
607,0.9000,1.0562,1.0981,1.0397,0
608,1.0000,0.8993,0.9556,1.0627,0
609,0.9000,1.0543,1.0803,1.0246,0
610,0.8000,1.0697,1.1377,1.0636,0
611,1.0000,0.9963,1.0459,1.0498,0
612,1.0000,0.8599,0.8855,1.0298,0
613,0.8000,1.1503,1.2659,1.1005,0
614,0.3000,1.1661,1.2166,1.0433,0
615,0.9000,1.1729,1.2625,1.0763,0
616,0.6000,0.9807,1.0362,1.0565,0
617,1.0000,1.0402,1.1076,1.0648,0
618,0.8000,1.2000,1.2292,1.0243,0
619,0.6000,1.0519,1.0966,1.0425,0
620,0.7000,1.0235,1.0771,1.0523,0
621,0.9000,1.8857,1.9494,1.0338,0
622,0.8000,0.8993,0.9747,1.0839,0
623,1.0000,0.9418,0.9922,1.0535,0
624,1.0000,0.9822,1.1299,1.1503,0
625,0.7000,1.2974,1.3645,1.0517,0
626,0.9000,0.9061,1.0550,1.1643,0
627,0.9000,0.9480,1.0026,1.0576,0
628,0.4000,1.0638,1.1176,1.0505,0
629,1.0000,0.9231,1.0252,1.1106,0
630,0.8000,1.4532,1.4909,1.0259,0
631,1.0000,1.1271,1.1845,1.0510,0
632,0.7000,1.1670,1.2318,1.0555,0
633,0.4000,0.9191,0.9499,1.0336,0
634,0.2000,1.4203,1.4574,1.0261,0
635,0.5000,1.2569,1.2886,1.0252,0
636,0.7000,1.4498,1.5322,1.0568,0
637,0.5000,1.2905,1.3216,1.0241,0
638,0.8000,1.1305,1.1814,1.0451,0
639,1.0000,0.6088,0.6483,1.0650,0
640,0.8000,1.1845,1.2847,1.0846,0
641,0.7000,1.1637,1.2184,1.0469,0
642,0.3000,1.4781,1.5443,1.0448,0
643,0.8000,1.2444,1.2791,1.0279,0
644,0.6000,1.5280,1.6393,1.0728,0
645,0.7000,0.7651,0.8314,1.0866,0
646,0.7000,1.5377,1.5731,1.0231,0
647,0.9000,1.4458,1.5223,1.0529,0
648,0.6000,1.4955,1.5457,1.0336,0
649,0.9000,1.4512,1.5323,1.0558,0
650,0.2000,1.2596,1.3047,1.0358,0
651,0.6000,1.5564,1.6165,1.0386,0
652,1.0000,1.4002,1.4539,1.0383,0
653,0.8000,1.2431,1.3153,1.0581,0
654,0.4000,1.5305,1.5917,1.0400,0
655,0.5000,1.3780,1.3851,1.0051,0
656,0.9000,1.0398,1.1153,1.0726,0
657,0.7000,1.2387,1.3162,1.0625,0
658,1.0000,1.2675,1.2997,1.0254,0
659,0.7000,1.0414,1.1052,1.0613,0
660,0.8000,1.1905,1.2519,1.0516,0
661,0.9000,1.2759,1.3276,1.0405,0
662,0.6000,1.3193,1.3870,1.0513,0
663,1.0000,0.9941,1.1292,1.1359,0
664,1.0000,0.7236,0.7663,1.0589,0
665,1.0000,0.9990,1.0363,1.0374,0
666,0.9000,1.1058,1.1671,1.0554,0
667,0.9000,0.5279,0.5773,1.0936,0
668,1.0000,0.5585,0.6153,1.1017,0
669,0.8000,1.0442,1.0845,1.0387,0
670,0.9000,1.1738,1.2881,1.0975,0
671,1.0000,1.1412,1.2920,1.1321,0
672,0.9000,1.3749,1.4286,1.0391,0
673,0.8000,1.1615,1.1872,1.0221,0
674,1.0000,0.8716,0.8991,1.0315,0
675,1.0000,0.9572,1.0175,1.0629,0
676,1.0000,0.1630,1.0653,6.5377,0
677,1.0000,0.7603,0.8123,1.0684,0
678,0.7000,0.9726,1.0134,1.0420,0
679,0.7000,0.8662,0.9197,1.0618,0
680,0.6000,1.6235,1.6638,1.0248,0
681,0.8000,1.1497,1.1774,1.0241,0
682,0.5000,1.4046,1.4762,1.0510,0
683,1.0000,0.6411,0.7156,1.1161,0
684,0.7000,0.8506,0.8946,1.0518,0
685,0.7000,0.8573,0.8921,1.0405,0
686,0.8000,0.6969,0.7659,1.0990,0
687,1.0000,1.2130,1.3152,1.0843,0
688,0.7000,1.1335,1.1610,1.0243,0
689,1.0000,1.0985,1.1642,1.0598,0
690,1.0000,0.3325,1.1516,3.4634,0
691,0.6000,1.0531,1.0881,1.0333,0
692,0.5000,0.1061,1.0086,9.5031,0
693,0.5000,1.1687,1.2057,1.0317,0
694,0.5000,0.1688,1.0009,5.9301,0
695,1.0000,1.0482,1.1211,1.0696,0
696,1.0000,1.2552,1.3142,1.0470,0
697,0.4000,1.1171,1.1759,1.0526,0
698,0.6000,1.1183,1.1761,1.0518,0
699,0.8000,0.8626,0.8761,1.0157,0
700,0.8000,1.3542,1.4148,1.0447,0
701,0.6000,1.1717,1.2201,1.0413,0
702,1.0000,0.2094,1.3066,6.2404,0
703,0.5000,1.0017,1.0478,1.0460,0
704,0.6000,0.9886,1.0377,1.0497,0
705,0.6000,1.0895,1.1245,1.0322,0
706,0.9000,1.1352,1.1686,1.0295,0
707,0.8000,0.0000,1.2282,1.0000,0
708,0.4000,0.0000,1.2983,1.0000,0
709,0.9000,0.0000,0.9173,1.0000,0
710,1.0000,0.0000,1.0704,1.0000,0
711,1.0000,0.0000,1.1769,1.0000,0
712,0.4000,1.2726,1.3061,1.0264,0
713,0.8000,1.2968,1.3492,1.0404,0
714,0.7000,1.1871,1.2410,1.0454,0
715,0.5000,1.4745,1.5013,1.0182,0
716,0.9000,1.2040,1.2622,1.0483,0
717,0.8000,1.1348,1.1958,1.0538,0
718,0.9000,0.8301,0.8738,1.0527,0
719,0.8000,0.9439,0.9751,1.0330,0
720,0.7000,1.0054,1.0572,1.0515,0
721,0.8000,0.9382,0.9791,1.0436,0
722,1.0000,1.6552,1.7204,1.0394,0
723,1.0000,0.7066,0.7494,1.0605,0
724,1.0000,0.7633,0.7929,1.0388,0
725,0.7000,1.7244,1.8285,1.0604,0
726,0.7000,1.4262,1.5032,1.0540,0
727,0.9000,0.8428,0.8900,1.0560,0
728,1.0000,0.3391,0.3626,1.0695,0
729,1.0000,1.5153,1.6219,1.0703,0
730,0.7000,1.4354,1.4963,1.0425,0
731,0.9000,0.7689,0.7914,1.0293,0
732,0.7000,1.2189,1.2427,1.0195,0
733,0.6000,1.1723,1.2670,1.0808,0
734,0.7000,1.0863,1.1467,1.0556,0
735,0.7000,1.1133,1.1744,1.0549,0
736,1.0000,0.7957,0.8435,1.0601,0
737,0.7000,0.6779,0.7691,1.1345,0
738,0.9000,1.1503,1.2169,1.0578,0
739,1.0000,0.4505,0.4943,1.0973,0
740,1.0000,0.9888,1.0205,1.0321,0
741,0.8000,1.1384,1.2140,1.0664,0
742,0.8000,1.2553,1.3059,1.0403,0
743,0.8000,1.0837,1.1307,1.0434,0
744,0.7000,0.9527,1.0022,1.0520,0
745,0.7000,0.9441,0.9644,1.0215,0
746,0.8000,0.8309,0.8612,1.0364,0
747,0.9000,1.1596,1.2326,1.0629,0
748,0.7000,0.7682,0.8101,1.0545,0
749,0.7000,0.8991,0.9707,1.0796,0
750,1.0000,0.2311,1.1747,5.0832,0
751,0.9000,0.8493,0.9345,1.1003,0
752,0.9000,1.1197,1.1449,1.0225,0
753,0.8000,0.8687,0.9604,1.1056,0
754,0.6000,1.1527,1.2384,1.0743,0
755,0.8000,1.0954,1.1413,1.0419,0
756,0.7000,0.4817,1.3693,2.8427,0
757,0.8000,1.3986,1.4793,1.0577,0
758,0.8000,1.1530,1.2451,1.0798,0
759,0.8000,0.9939,1.0356,1.0419,0
760,1.0000,0.8213,0.8489,1.0335,0
761,0.6000,1.1945,1.2258,1.0263,0
762,0.7000,0.6158,0.6792,1.1031,0
763,0.6000,1.0317,1.0628,1.0302,0
764,0.4000,1.1974,1.2397,1.0353,0
765,0.5000,1.1477,1.1796,1.0278,0
766,0.7000,0.7453,0.7944,1.0659,0
767,0.5000,0.1871,1.2923,6.9077,0
768,0.7000,0.9316,0.9872,1.0597,0
769,0.5000,1.0430,1.0838,1.0391,0
770,0.9000,1.1760,1.2145,1.0327,0
771,0.5000,1.0293,1.0893,1.0582,0
772,0.8000,1.4997,1.5362,1.0243,0
773,0.8000,0.9810,1.0179,1.0376,0
774,1.0000,0.9727,1.0525,1.0821,0
775,0.7000,0.1976,1.1088,5.6119,0
776,0.8000,0.3237,1.1843,3.6590,0
777,0.4000,1.1328,1.2254,1.0818,0
778,1.0000,0.9432,0.9748,1.0335,0
779,0.8000,0.6786,0.7559,1.1138,0
780,1.0000,0.7057,0.7687,1.0893,0
781,1.0000,0.8764,0.9139,1.0428,0
782,0.9000,1.0122,1.0554,1.0427,0
783,0.9000,1.0723,1.1165,1.0412,0
784,0.7000,0.9550,1.0074,1.0549,0
785,1.0000,0.7091,0.8674,1.2232,0
786,0.4000,1.0435,1.0768,1.0318,0
787,0.8000,1.1084,1.1233,1.0134,0
788,0.9000,0.5588,0.6110,1.0935,0
789,1.0000,1.2061,1.3986,1.1596,0
790,0.9000,0.8745,0.8985,1.0274,0
791,0.0000,1.1423,1.1716,1.0256,0
792,1.0000,0.9710,1.0051,1.0351,0
793,0.4000,1.1393,1.1568,1.0154,0
794,0.8000,1.0711,1.0932,1.0206,0
795,0.8000,0.9233,0.9871,1.0690,0
796,0.4000,1.1722,1.2457,1.0626,0
797,0.7000,0.7636,0.7887,1.0329,0
798,1.0000,0.6059,0.6354,1.0487,0
799,0.8000,1.0498,1.1043,1.0518,0
800,0.8000,0.8760,0.9095,1.0383,0
801,0.2000,1.2401,1.3033,1.0509,0
802,0.9000,1.0702,1.1486,1.0732,0
803,0.6000,0.8155,0.8490,1.0411,0
804,0.6000,1.1325,1.2238,1.0807,0
805,0.8000,1.1177,1.2111,1.0836,0
806,0.5000,1.3193,1.3877,1.0518,0
807,0.5000,1.4549,1.4777,1.0157,0
808,0.7000,1.1612,1.2184,1.0493,0
809,1.0000,0.8449,0.8671,1.0264,0
810,1.0000,0.9238,0.9694,1.0494,0
811,0.8000,0.9172,1.0077,1.0986,0
812,0.8000,1.1881,1.2589,1.0596,0
813,1.0000,0.9751,1.0378,1.0643,0
814,0.7000,1.2446,1.2831,1.0310,0
815,0.4000,1.2070,1.2787,1.0594,0
816,0.6000,1.1757,1.2685,1.0789,0
817,1.0000,0.8461,0.8818,1.0423,0
818,0.9000,1.1036,1.2092,1.0957,0
819,0.9000,0.7278,0.7596,1.0436,0
820,1.0000,0.7222,0.8423,1.1663,0
821,1.0000,0.6522,0.6983,1.0707,0
822,1.0000,0.5756,0.7018,1.2193,0
823,0.5000,1.7786,1.8268,1.0271,0
824,0.8000,1.1993,1.2425,1.0360,0
825,0.7000,1.1744,1.2155,1.0350,0
826,0.9000,1.0996,1.1726,1.0664,0
827,0.7000,1.0136,1.0689,1.0546,0
828,1.0000,0.9559,1.0293,1.0767,0
829,0.7000,1.1809,1.2050,1.0204,0
830,0.9000,0.8084,0.8487,1.0499,0
831,1.0000,0.7911,0.8586,1.0853,0
832,0.8000,1.0613,1.0858,1.0231,0
833,1.0000,1.3318,1.4943,1.1220,0
834,0.6000,1.1487,1.2043,1.0484,0
835,1.0000,0.7669,0.8571,1.1177,0
836,1.0000,0.8676,0.9841,1.1343,0
837,0.5000,1.3439,1.3855,1.0309,0
838,0.4000,1.3393,1.3776,1.0286,0
839,0.9000,0.9106,0.9603,1.0546,0
840,1.0000,0.6438,0.7307,1.1351,0
841,0.6000,1.1214,1.1846,1.0564,0
842,0.9000,1.3560,1.3959,1.0294,0
843,1.0000,0.6286,0.6528,1.0385,0
844,0.7000,1.3360,1.3880,1.0389,0
845,0.9000,0.9637,0.9889,1.0261,0
846,1.0000,1.6284,1.7237,1.0585,0
847,0.9000,1.0796,1.1448,1.0604,0
848,0.4000,0.8356,0.8934,1.0692,0
849,1.0000,1.0824,1.1903,1.0997,0
850,1.0000,0.9718,1.0286,1.0585,0
851,1.0000,0.7961,0.8252,1.0365,0
852,0.8000,0.9560,1.0029,1.0491,0
853,0.9000,1.1208,1.1924,1.0638,0
854,0.9000,1.3143,1.3748,1.0460,0
855,0.6000,1.0713,1.1033,1.0298,0
856,1.0000,2.1156,2.1774,1.0292,0
857,0.6000,0.8965,0.9193,1.0254,0
858,1.0000,0.5001,0.7440,1.4877,0
859,1.0000,0.8519,0.9048,1.0622,0
860,1.0000,1.8923,2.1456,1.1339,0
861,0.8000,1.1844,1.2351,1.0428,0
862,0.5000,1.2038,1.2541,1.0418,0
863,0.9000,1.2092,1.2636,1.0449,0
864,1.0000,0.9268,0.9761,1.0532,0
865,0.8000,1.0610,1.0997,1.0365,0
866,0.9000,1.1019,1.2033,1.0920,0
867,0.7000,1.0835,1.1280,1.0411,0
868,0.9000,1.2059,1.3236,1.0976,0
869,0.8000,0.9759,1.0341,1.0596,0
870,0.7000,0.9445,0.9925,1.0508,0
871,0.9000,1.0790,1.1723,1.0865,0
872,0.8000,1.0296,1.0966,1.0651,0
873,0.5000,0.7142,1.1453,1.6036,0
874,0.6000,1.3914,1.4449,1.0385,0
875,0.6000,1.1265,1.1658,1.0349,0
876,0.7000,1.1967,1.2651,1.0571,0
877,0.7000,1.0221,1.0863,1.0629,0
878,0.7000,0.9662,1.0599,1.0969,0
879,0.6000,1.2267,1.2509,1.0197,0
880,0.9000,0.9223,0.9530,1.0333,0
881,0.7000,1.0823,1.1160,1.0312,0
882,0.5000,1.1606,1.1992,1.0333,0
883,0.7000,1.0640,1.2038,1.1314,0
884,0.7000,0.9584,1.0125,1.0565,0
885,0.8000,1.0051,1.0309,1.0256,0
886,1.0000,0.8638,0.8916,1.0322,0
887,0.6000,1.2229,1.2591,1.0296,0
888,0.8000,1.0472,1.0855,1.0366,0
889,0.8000,1.1434,1.1818,1.0336,0
890,0.6000,1.1553,1.2207,1.0566,0
891,0.5000,1.0012,1.0573,1.0561,0
892,0.3000,1.2140,1.2594,1.0373,0
893,0.6000,1.2937,1.3394,1.0353,0
894,0.9000,1.1851,1.2105,1.0214,0
895,0.8000,1.1472,1.1679,1.0181,0
896,0.3000,1.3945,1.4806,1.0618,0
897,0.6000,0.9658,1.0237,1.0600,0
898,0.8000,1.1680,1.2339,1.0564,0
899,0.8000,1.3610,1.3957,1.0255,0
900,0.8000,1.0274,1.0863,1.0572,0
901,0.9000,0.8066,0.8540,1.0587,0
902,0.7000,1.8940,1.9847,1.0479,0
903,1.0000,1.6881,1.8067,1.0702,0
904,0.7000,1.0258,1.0549,1.0283,0
905,0.9000,0.7060,0.7416,1.0504,0
906,0.5000,0.2014,1.1874,5.8945,0
907,0.7000,1.0697,1.1128,1.0403,0
908,1.0000,0.1878,1.1111,5.9168,0
909,0.7000,1.0578,1.1299,1.0682,0
910,0.9000,1.0120,1.1202,1.1069,0
911,0.8000,0.7977,0.8308,1.0414,0
912,0.5000,0.8793,0.9312,1.0590,0
913,1.0000,0.6291,0.6530,1.0379,0
914,0.5000,1.0012,1.0522,1.0509,0
915,0.5000,1.1117,1.1697,1.0522,1
916,0.6000,1.6056,1.6562,1.0315,0
917,0.9000,1.1801,1.2767,1.0819,0
918,0.5000,0.9289,1.0264,1.1049,0
919,0.6000,1.1235,1.1644,1.0364,0
920,0.9000,0.8739,0.9234,1.0567,0
921,0.8000,0.8910,0.9542,1.0709,0
922,0.9000,0.9335,1.0127,1.0848,0
923,1.0000,0.0000,0.9517,1.0000,0
924,0.9000,0.9398,0.9803,1.0430,0
925,1.0000,0.9688,1.0083,1.0408,0
926,1.0000,0.8774,0.9245,1.0536,0
927,1.0000,1.0119,1.0662,1.0536,0
928,1.0000,1.6183,1.7490,1.0808,0
929,1.0000,1.2490,1.3447,1.0766,0
930,0.8000,0.1266,0.8847,6.9895,0
931,1.0000,1.5520,1.5777,1.0166,0
932,1.0000,0.6018,0.6310,1.0484,0
933,0.6000,1.0043,1.0452,1.0408,0
934,0.9000,0.8867,0.9176,1.0348,0
935,0.9000,0.8278,0.8540,1.0316,0
936,0.9000,0.8364,0.9056,1.0828,0
937,0.9000,1.1158,1.1383,1.0202,0
938,1.0000,1.1784,1.2161,1.0319,0
939,0.7000,1.0861,1.1390,1.0488,0
940,0.8000,0.8988,0.9762,1.0861,0
941,0.9000,0.9797,0.9982,1.0189,0
942,0.8000,0.7753,0.7937,1.0237,0
943,0.7000,1.2672,1.3023,1.0277,0
944,0.5000,1.3149,1.3614,1.0354,0
945,0.3000,1.1417,1.2633,1.1065,0
946,0.9000,1.0755,1.1137,1.0355,0
947,0.5000,1.0299,1.0667,1.0358,0
948,0.6000,1.0145,1.0542,1.0392,0
949,0.9000,1.0244,1.0746,1.0490,0
950,0.4000,1.1709,1.2055,1.0295,0
951,0.9000,1.0918,1.1177,1.0238,0
952,0.9000,0.9900,1.0639,1.0746,0
953,0.7000,1.2727,1.3091,1.0286,0
954,0.9000,1.0927,1.1719,1.0725,0
955,0.9000,1.0997,1.1568,1.0519,0
956,0.6000,1.0629,1.0918,1.0272,0
957,0.9000,0.7309,0.7574,1.0362,0
958,0.9000,0.4089,0.4415,1.0796,0
959,0.8000,1.2070,1.2647,1.0478,0
960,0.8000,0.7542,0.8445,1.1197,0
961,1.0000,0.4508,1.0824,2.4014,0
962,1.0000,0.6713,1.0330,1.5389,0
963,0.3000,1.1968,1.2658,1.0576,0
964,1.0000,1.9543,2.2691,1.1611,0
965,0.3000,1.4670,1.5130,1.0314,0
966,1.0000,1.2718,1.5967,1.2554,0
967,0.6000,1.4368,1.5983,1.1124,0
968,1.0000,1.1070,1.6459,1.4867,0
969,0.9000,1.2866,1.3558,1.0537,0
970,0.7000,1.2663,1.3024,1.0285,0
971,0.6000,1.0227,1.1209,1.0960,0
972,0.9000,1.3265,1.3754,1.0369,0
973,0.8000,0.9818,1.0156,1.0345,0
974,1.0000,1.3585,1.5572,1.1463,0
975,0.9000,1.1209,1.1717,1.0453,0
976,0.4000,1.2792,1.3362,1.0446,0
977,1.0000,1.2473,1.4563,1.1676,0
978,0.1000,0.3936,2.1306,5.4134,0
979,0.9000,0.3987,0.4122,1.0338,0
980,0.8000,1.9145,2.0017,1.0455,0
981,0.7000,1.1132,1.1605,1.0425,0
982,1.0000,1.3738,1.6222,1.1808,0
983,1.0000,0.6687,1.3703,2.0494,0
984,0.6000,1.8690,1.9045,1.0190,0
985,0.7000,1.0127,1.0301,1.0171,1
986,0.8000,1.3268,1.3950,1.0513,0
987,1.0000,1.0539,1.3277,1.2598,0
988,0.9000,0.9751,1.0095,1.0353,0
989,0.9000,0.6957,0.7402,1.0639,0
990,0.9000,1.3759,1.4228,1.0341,0
991,0.5000,1.1077,1.1544,1.0421,0
992,0.8000,1.0517,1.0789,1.0259,0
993,0.4000,1.4666,1.5123,1.0311,0
994,1.0000,0.7088,0.7797,1.0999,0
995,0.2000,1.6044,1.6282,1.0148,0
996,0.9000,1.0991,1.1401,1.0374,0
997,0.7000,1.1362,1.1552,1.0167,0
998,1.0000,0.8485,0.9206,1.0849,0
999,0.7000,0.3982,0.4234,1.0634,0
