query,recall,d1,dk,spread,orphan_neighbours
2034,1.0000,117.4479,180.6101,1.5378,0
2035,0.9000,182.4966,203.7842,1.1166,0
2036,1.0000,188.4038,217.0783,1.1522,0
2037,0.8000,218.0298,228.8318,1.0495,0
2038,1.0000,216.2822,224.6709,1.0388,0
2039,1.0000,183.8559,235.1021,1.2787,0
2040,1.0000,226.2057,251.0817,1.1100,0
2041,1.0000,228.5148,243.2365,1.0644,0
2042,1.0000,233.9038,261.9466,1.1199,0
2043,1.0000,198.3104,215.6803,1.0876,0
2044,1.0000,145.0448,169.2129,1.1666,0
2045,1.0000,238.9268,247.3257,1.0352,0
2046,1.0000,187.6539,202.4870,1.0790,0
2047,1.0000,129.7112,147.9966,1.1410,0
2048,0.9000,239.4640,250.0300,1.0441,0
2049,0.8000,227.9671,268.6354,1.1784,0
2050,1.0000,224.6241,258.4473,1.1506,0
2051,1.0000,218.2269,262.0401,1.2008,0
2052,1.0000,199.0528,212.1037,1.0656,0
2053,1.0000,220.6853,240.8111,1.0912,0
2054,1.0000,157.4865,173.5511,1.1020,0
2055,1.0000,181.1822,196.3008,1.0834,0
2056,0.9000,243.7478,266.6196,1.0938,0
2057,0.9000,243.0967,255.5171,1.0511,0
2058,1.0000,225.8672,247.0020,1.0936,0
2059,1.0000,243.7232,262.3223,1.0763,0
2060,1.0000,175.0943,208.8684,1.1929,0
2061,1.0000,277.4617,300.7590,1.0840,0
2062,1.0000,219.6975,240.5598,1.0950,0
2063,1.0000,149.0436,166.0452,1.1141,0
2064,1.0000,231.4109,262.7413,1.1354,0
2065,0.9000,238.4030,259.7191,1.0894,0
2066,1.0000,151.8519,210.4828,1.3861,0
2067,1.0000,245.6013,262.2117,1.0676,0
2068,1.0000,221.1832,235.2722,1.0637,0
2069,1.0000,170.6927,181.8131,1.0651,0
2070,1.0000,222.2634,260.4803,1.1719,0
2071,1.0000,200.1524,226.4244,1.1313,0
2072,0.8000,196.8832,224.9244,1.1424,0
2073,0.9000,251.8531,262.7603,1.0433,0
2074,1.0000,239.9062,257.1848,1.0720,0
2075,1.0000,255.0647,302.4252,1.1857,0
2076,0.8000,233.0021,253.0692,1.0861,0
2077,1.0000,241.1866,265.0717,1.0990,0
2078,1.0000,195.9796,215.9722,1.1020,0
2079,1.0000,215.8286,233.2252,1.0806,0
2080,0.9000,222.8609,245.9858,1.1038,0
2081,1.0000,192.3044,224.6264,1.1681,0
2082,1.0000,189.5996,203.4871,1.0732,0
2083,0.8000,138.6074,165.7679,1.1960,0
2084,1.0000,250.3238,275.6483,1.1012,0
2085,0.9000,215.9468,235.4273,1.0902,0
2086,1.0000,183.2403,200.9453,1.0966,0
2087,0.7000,274.5651,293.0495,1.0673,0
2088,1.0000,228.2849,258.2615,1.1313,0
2089,1.0000,187.6166,214.3432,1.1425,0
2090,1.0000,175.5050,193.7937,1.1042,0
2091,1.0000,162.5669,176.7343,1.0871,0
2092,1.0000,250.8605,266.0357,1.0605,0
2093,1.0000,179.4046,201.3405,1.1223,0
2094,1.0000,257.7926,265.9568,1.0317,0
2095,0.9000,222.1418,242.7509,1.0928,0
2096,1.0000,182.4363,197.1877,1.0809,0
2097,1.0000,220.0614,251.5691,1.1432,0
2098,0.9000,203.6050,234.5464,1.1520,0
2099,0.9000,230.6708,253.8622,1.1005,0
2100,0.9000,221.8716,237.3605,1.0698,0
2101,1.0000,202.0569,225.5770,1.1164,0
2102,0.8000,216.4809,236.4085,1.0921,0
2103,1.0000,282.8233,304.7212,1.0774,0
2104,1.0000,177.1017,199.7999,1.1282,0
2105,1.0000,246.1808,263.7594,1.0714,0
2106,1.0000,200.1100,229.2640,1.1457,0
2107,1.0000,190.8271,205.3874,1.0763,0
2108,1.0000,186.4189,214.6695,1.1515,0
2109,1.0000,243.0802,252.6955,1.0396,0
2110,1.0000,229.5191,249.7659,1.0882,0
2111,1.0000,189.9237,223.5151,1.1769,0
2112,1.0000,251.0438,271.2305,1.0804,0
2113,1.0000,229.2270,266.0677,1.1607,0
2114,1.0000,207.3403,232.2047,1.1199,0
2115,1.0000,149.3620,167.4276,1.1210,0
2116,1.0000,66.5733,197.6765,2.9693,0
2117,1.0000,76.3806,185.3618,2.4268,0
2118,1.0000,117.3073,254.5958,2.1703,0
2119,1.0000,61.1637,78.4538,1.2827,0
2120,1.0000,130.7976,157.4516,1.2038,0
2121,1.0000,193.5614,219.7317,1.1352,0
2122,1.0000,99.8098,212.0731,2.1248,0
2123,1.0000,134.4879,165.9669,1.2341,0
2124,1.0000,98.4835,216.7971,2.2014,0
2125,1.0000,78.3645,99.4032,1.2685,0
2126,1.0000,96.9175,182.6773,1.8849,0
2127,1.0000,163.2728,270.4422,1.6564,0
2128,1.0000,180.1305,199.3489,1.1067,0
2129,1.0000,129.2633,167.6932,1.2973,0
2130,1.0000,243.4194,262.5243,1.0785,0
2131,1.0000,192.8860,213.9346,1.1091,0
2132,0.9000,254.7666,270.2739,1.0609,0
2133,1.0000,241.7375,261.4728,1.0816,0
2134,1.0000,220.5538,239.9729,1.0880,0
2135,1.0000,199.9000,220.4382,1.1027,0
2136,0.8000,248.8735,264.8037,1.0640,0
2137,1.0000,163.5084,182.4774,1.1160,0
2138,0.9000,258.3312,269.4791,1.0432,0
2139,1.0000,223.4883,259.5246,1.1612,0
2140,1.0000,171.6042,212.6217,1.2390,0
2141,1.0000,234.4291,257.4160,1.0981,0
2142,1.0000,177.2117,198.0076,1.1174,0
2143,1.0000,194.9051,209.7642,1.0762,0
2144,0.9000,211.2013,234.1367,1.1086,0
2145,0.9000,159.4114,185.2863,1.1623,0
2146,1.0000,184.5237,211.7758,1.1477,0
2147,1.0000,126.0873,171.1783,1.3576,0
2148,1.0000,201.5614,210.2308,1.0430,0
2149,0.9000,180.0778,197.0406,1.0942,0
2150,1.0000,198.9724,216.2244,1.0867,0
2151,1.0000,165.1938,182.5048,1.1048,0
2152,1.0000,224.0826,255.1960,1.1388,0
2153,0.9000,192.2706,212.5041,1.1052,0
2154,1.0000,212.4806,231.6096,1.0900,0
2155,1.0000,173.5108,186.5127,1.0749,0
2156,0.9000,206.1601,226.8965,1.1006,0
2157,1.0000,236.4360,255.0157,1.0786,0
2158,1.0000,179.7637,202.8571,1.1285,0
2159,0.7000,225.9646,246.3087,1.0900,0
2160,1.0000,158.7419,207.5018,1.3072,0
2161,1.0000,102.6694,117.8601,1.1480,0
2162,0.9000,228.5542,245.5728,1.0745,0
2163,1.0000,104.0865,120.2705,1.1555,0
2164,1.0000,168.4043,179.8499,1.0680,0
2165,1.0000,205.0463,214.7487,1.0473,0
2166,1.0000,205.5213,226.0465,1.0999,0
2167,1.0000,217.8623,237.4889,1.0901,0
2168,1.0000,191.0000,232.2757,1.2161,0
2169,1.0000,186.1478,210.6110,1.1314,0
2170,1.0000,192.6785,224.6442,1.1659,0
2171,1.0000,56.0089,181.8571,3.2469,0
2172,1.0000,100.5336,126.6452,1.2597,0
2173,0.8000,154.7902,254.4700,1.6440,0
2174,1.0000,139.6710,159.6621,1.1431,0
2175,1.0000,86.3655,197.4994,2.2868,0
2176,1.0000,170.1117,187.9787,1.1050,0
2177,1.0000,169.7233,205.8203,1.2127,0
2178,1.0000,133.0188,224.4660,1.6875,0
2179,0.9000,201.5540,237.9475,1.1806,0
2180,1.0000,203.8087,221.6529,1.0876,0
2181,0.9000,232.3984,274.1697,1.1797,0
2182,0.9000,226.8590,233.8076,1.0306,0
2183,1.0000,194.6458,227.7521,1.1701,0
2184,1.0000,66.6258,203.6836,3.0571,0
2185,1.0000,257.7266,291.9298,1.1327,0
2186,0.9000,161.6075,195.6298,1.2105,0
2187,1.0000,89.4483,118.7981,1.3281,0
2188,1.0000,106.0896,262.2308,2.4718,0
2189,1.0000,98.0510,122.1515,1.2458,0
2190,0.9000,90.8790,287.1689,3.1599,0
2191,1.0000,224.6731,250.7170,1.1159,0
2192,1.0000,129.1317,152.5090,1.1810,0
2193,1.0000,82.1036,182.4418,2.2221,0
2194,1.0000,89.5377,235.0319,2.6249,0
2195,1.0000,216.0764,237.9349,1.1012,0
2196,1.0000,89.8554,219.7430,2.4455,0
2197,1.0000,182.2279,231.2250,1.2689,0
2198,1.0000,178.7652,198.7612,1.1119,0
2199,0.9000,92.7685,228.8624,2.4670,0
2200,1.0000,128.6701,234.3843,1.8216,0
2201,0.9000,158.4834,250.0340,1.5777,0
2202,1.0000,130.3265,228.7335,1.7551,0
2203,1.0000,128.1523,184.4099,1.4390,0
2204,1.0000,59.1354,108.8807,1.8412,0
2205,1.0000,219.2647,269.9222,1.2310,0
2206,0.9000,171.9855,222.6657,1.2947,0
2207,1.0000,112.2943,222.5197,1.9816,0
2208,1.0000,207.6560,243.3660,1.1720,0
2209,1.0000,155.9647,233.7819,1.4989,0
2210,1.0000,204.7682,220.0909,1.0748,0
2211,1.0000,177.4063,188.7723,1.0641,0
2212,1.0000,157.4262,250.7070,1.5925,0
2213,1.0000,182.3019,215.2951,1.1810,0
2214,1.0000,83.4865,166.0151,1.9885,0
2215,1.0000,182.7813,197.0051,1.0778,0
2216,1.0000,98.3412,177.1271,1.8011,0
2217,0.9000,185.9220,215.3091,1.1581,0
2218,1.0000,200.2923,235.2275,1.1744,0
2219,1.0000,201.4075,214.6485,1.0657,0
2220,1.0000,205.0098,223.0560,1.0880,0
2221,1.0000,138.2462,176.4029,1.2760,0
2222,1.0000,117.9958,218.3873,1.8508,0
2223,1.0000,194.8948,205.9442,1.0567,0
2224,1.0000,110.6345,178.9916,1.6179,0
2225,1.0000,173.3176,233.1352,1.3451,0
2226,1.0000,148.4116,207.4102,1.3975,0
2227,1.0000,169.2808,184.3366,1.0889,0
2228,1.0000,148.7515,207.2197,1.3931,0
2229,1.0000,88.2213,223.6157,2.5347,0
2230,1.0000,193.7885,249.0241,1.2850,0
2231,1.0000,135.2479,179.6330,1.3282,0
2232,1.0000,233.3024,248.9558,1.0671,0
2233,1.0000,148.2194,182.0357,1.2282,0
2234,1.0000,175.3995,218.1788,1.2439,0
2235,0.8000,172.3949,240.9087,1.3974,0
2236,0.9000,161.6292,195.6834,1.2107,0
2237,1.0000,240.5598,249.7619,1.0383,0
2238,1.0000,176.5276,218.9954,1.2406,0
2239,1.0000,259.3183,271.7959,1.0481,0
2240,1.0000,217.8555,266.4113,1.2229,0
2241,0.9000,215.9977,292.4209,1.3538,0
2242,1.0000,210.3236,229.2182,1.0898,0
2243,1.0000,222.7981,273.0897,1.2257,0
2244,1.0000,135.8345,238.6022,1.7566,0
2245,1.0000,133.5440,207.6319,1.5548,0
2246,1.0000,163.8994,229.4145,1.3997,0
2247,1.0000,187.9947,207.5741,1.1041,0
2248,1.0000,178.6589,222.8093,1.2471,0
2249,1.0000,46.3465,174.8428,3.7725,0
2250,1.0000,147.9155,191.8984,1.2974,0
2251,1.0000,148.6943,159.3393,1.0716,0
2252,1.0000,150.8907,168.8135,1.1188,0
2253,1.0000,103.4940,131.3354,1.2690,0
2254,0.8000,252.3906,278.6683,1.1041,0
2255,1.0000,159.2577,189.0952,1.1874,0
2256,0.9000,214.7813,229.4864,1.0685,0
2257,1.0000,198.7134,214.0000,1.0769,0
2258,0.9000,187.9335,204.2694,1.0869,0
2259,1.0000,190.1079,206.8236,1.0879,0
2260,1.0000,201.5465,225.6435,1.1196,0
2261,1.0000,195.9235,214.3129,1.0939,0
2262,1.0000,208.6816,227.1409,1.0885,0
2263,1.0000,198.8467,225.3974,1.1335,0
2264,1.0000,218.6138,229.1615,1.0482,0
2265,0.9000,244.5874,261.2451,1.0681,0
2266,1.0000,166.7963,193.1864,1.1582,0
2267,1.0000,226.7399,236.6981,1.0439,0
2268,0.9000,236.7742,251.2648,1.0612,0
2269,1.0000,208.3867,221.2939,1.0619,0
2270,0.7000,236.9072,257.0136,1.0849,0
2271,0.8000,217.4580,235.7159,1.0840,0
2272,1.0000,135.6245,172.3688,1.2709,0
2273,1.0000,136.2975,154.8774,1.1363,0
2274,1.0000,180.9834,196.8731,1.0878,0
2275,1.0000,184.2932,202.2845,1.0976,0
2276,1.0000,229.1746,255.3938,1.1144,0
2277,0.9000,243.2530,269.3622,1.1073,0
2278,1.0000,176.0085,189.9684,1.0793,0
2279,1.0000,144.4403,162.9601,1.1282,0
2280,1.0000,230.8159,248.9156,1.0784,0
2281,1.0000,212.7346,242.0413,1.1378,0
2282,1.0000,224.2209,247.7479,1.1049,0
2283,0.9000,225.6280,243.4256,1.0789,0
2284,1.0000,239.9187,261.6524,1.0906,0
2285,1.0000,206.0364,238.1029,1.1556,0
2286,1.0000,160.4120,195.9464,1.2215,0
2287,1.0000,174.5537,190.5020,1.0914,0
2288,1.0000,244.5322,264.8131,1.0829,0
2289,0.8000,274.2189,288.5845,1.0524,0
2290,1.0000,194.8615,215.1953,1.1043,0
2291,1.0000,203.6688,221.5062,1.0876,0
2292,1.0000,212.5723,234.0470,1.1010,0
2293,0.9000,203.6099,234.3203,1.1508,0
2294,0.9000,256.8073,267.2508,1.0407,0
2295,0.9000,227.2664,243.8955,1.0732,0
2296,1.0000,250.7249,283.5137,1.1308,0
2297,0.9000,237.6531,260.4688,1.0960,0
2298,0.9000,256.3552,281.8528,1.0995,0
2299,0.9000,245.4384,264.8943,1.0793,0
2300,1.0000,255.4271,262.7756,1.0288,0
2301,1.0000,207.5018,229.1768,1.1045,0
2302,1.0000,207.0435,254.8313,1.2308,0
2303,1.0000,183.4067,214.8697,1.1715,0
2304,0.8000,261.1781,277.6076,1.0629,0
2305,0.9000,212.1697,235.0851,1.1080,0
2306,1.0000,270.8745,291.6522,1.0767,0
2307,0.9000,214.7091,235.0936,1.0949,0
2308,1.0000,214.2662,222.6050,1.0389,0
2309,1.0000,232.5231,268.0410,1.1528,0
2310,1.0000,256.7781,277.3391,1.0801,0
2311,0.9000,221.5085,253.3397,1.1437,0
2312,0.9000,241.5223,265.7856,1.1005,0
2313,1.0000,169.4875,177.2089,1.0456,0
2314,1.0000,195.1333,220.1091,1.1280,0
2315,1.0000,203.9853,247.5702,1.2137,0
2316,1.0000,228.4732,250.1160,1.0947,0
2317,1.0000,159.6527,175.0628,1.0965,0
2318,1.0000,201.4100,237.5900,1.1796,0
2319,1.0000,256.5365,263.3477,1.0266,0
2320,1.0000,309.2313,328.7187,1.0630,0
2321,1.0000,227.5324,238.7907,1.0495,0
2322,1.0000,232.7531,266.5764,1.1453,0
2323,1.0000,234.0385,272.2756,1.1634,0
2324,1.0000,252.3708,267.3537,1.0594,0
2325,0.9000,204.5849,223.8147,1.0940,0
2326,0.8000,240.4309,255.5993,1.0631,0
2327,1.0000,203.7891,225.2155,1.1051,0
2328,0.9000,179.7053,210.9716,1.1740,0
2329,1.0000,176.8926,188.9312,1.0681,0
2330,1.0000,237.0211,247.9274,1.0460,0
2331,0.9000,221.0000,248.1310,1.1228,0
2332,0.9000,232.1465,262.0992,1.1290,0
2333,1.0000,229.3295,244.4913,1.0661,0
2334,1.0000,249.2689,263.4995,1.0571,0
2335,1.0000,155.0581,168.6624,1.0877,0
2336,0.9000,203.3396,222.6365,1.0949,0
2337,1.0000,165.9639,188.4197,1.1353,0
2338,1.0000,192.4188,205.5067,1.0680,0
2339,1.0000,146.6629,172.9162,1.1790,0
2340,1.0000,130.0154,165.5204,1.2731,0
2341,1.0000,136.6785,178.8239,1.3084,0
2342,1.0000,168.3389,193.4270,1.1490,0
2343,1.0000,175.1885,203.6247,1.1623,0
2344,0.9000,198.4339,218.2544,1.0999,0
2345,1.0000,160.4182,186.2794,1.1612,0
2346,1.0000,196.3695,217.0323,1.1052,0
2347,1.0000,168.0803,201.7845,1.2005,0
2348,1.0000,191.7942,201.9950,1.0532,0
2349,1.0000,130.4454,144.5510,1.1081,0
2350,1.0000,197.9293,215.4159,1.0883,0
2351,1.0000,175.0457,192.7018,1.1009,0
2352,0.9000,239.7123,287.2734,1.1984,0
2353,1.0000,219.8272,243.9344,1.1097,0
2354,0.8000,250.1140,275.9112,1.1031,0
2355,1.0000,172.4297,213.4057,1.2376,0
2356,1.0000,194.4479,220.0750,1.1318,0
2357,1.0000,226.9956,236.4614,1.0417,0
2358,1.0000,209.9238,235.4400,1.1215,0
2359,1.0000,222.7487,256.9552,1.1536,0
2360,1.0000,166.8233,192.4708,1.1537,0
2361,0.9000,199.5169,223.2958,1.1192,0
2362,0.9000,167.5679,187.4086,1.1184,0
2363,1.0000,161.2017,206.1456,1.2788,0
2364,1.0000,154.9968,187.3499,1.2087,0
2365,1.0000,245.2407,276.8628,1.1289,0
2366,1.0000,178.8407,201.1169,1.1246,0
2367,1.0000,131.9318,155.0613,1.1753,0
2368,1.0000,208.0457,225.2532,1.0827,0
2369,1.0000,204.0588,221.3572,1.0848,0
2370,1.0000,190.7223,207.3210,1.0870,0
2371,0.7000,268.8159,276.6026,1.0290,0
2372,1.0000,206.4970,237.7078,1.1511,0
2373,0.9000,216.9931,235.6120,1.0858,0
2374,1.0000,198.8442,223.3473,1.1232,0
2375,1.0000,229.3033,250.9143,1.0942,0
2376,1.0000,234.8702,261.2221,1.1122,0
2377,0.9000,251.0239,274.3246,1.0928,0
2378,1.0000,181.8626,206.9179,1.1378,0
2379,0.8000,220.9887,246.7225,1.1164,0
2380,1.0000,142.9196,155.6438,1.0890,0
2381,1.0000,249.5215,269.5812,1.0804,0
2382,0.9000,223.4771,247.7701,1.1087,0
2383,1.0000,203.9534,224.7198,1.1018,0
2384,0.9000,211.7924,231.8361,1.0946,0
2385,1.0000,197.4740,208.4658,1.0557,0
2386,1.0000,210.9123,241.1079,1.1432,0
2387,1.0000,173.7066,186.4779,1.0735,0
2388,1.0000,194.2215,235.6056,1.2131,0
2389,1.0000,231.6743,248.3143,1.0718,0
2390,1.0000,161.6972,191.9818,1.1873,0
2391,1.0000,204.1029,252.7489,1.2383,0
2392,1.0000,153.2938,167.1287,1.0903,0
2393,1.0000,161.7282,177.5782,1.0980,0
2394,1.0000,102.7181,150.7249,1.4674,0
2395,1.0000,248.1572,271.9908,1.0960,0
2396,0.9000,249.5696,264.1931,1.0586,0
2397,0.9000,258.8011,274.5196,1.0607,0
2398,0.9000,186.2471,205.9175,1.1056,0
2399,1.0000,214.7557,234.5400,1.0921,0
2400,1.0000,195.2793,221.7927,1.1358,0
2401,1.0000,192.5097,203.5755,1.0575,0
2402,1.0000,226.0088,232.4694,1.0286,0
2403,0.8000,252.5866,275.1636,1.0894,0
2404,1.0000,237.5416,254.0039,1.0693,0
2405,1.0000,214.5437,239.2196,1.1150,0
2406,1.0000,221.4430,249.0562,1.1247,0
2407,0.9000,196.7511,215.2789,1.0942,0
2408,1.0000,191.1178,214.6928,1.1234,0
2409,1.0000,247.9173,273.0110,1.1012,0
2410,0.6000,225.1488,235.0085,1.0438,0
2411,1.0000,241.1058,259.1235,1.0747,0
2412,0.9000,180.0278,202.8423,1.1267,0
2413,1.0000,192.7874,217.9289,1.1304,0
2414,1.0000,105.3470,119.0210,1.1298,0
2415,1.0000,181.2705,237.1603,1.3083,0
2416,0.8000,259.2258,273.1703,1.0538,0
2417,0.8000,236.7256,245.1020,1.0354,0
2418,1.0000,197.6891,233.1201,1.1792,0
2419,1.0000,197.7423,244.7059,1.2375,0
2420,1.0000,218.8447,236.5037,1.0807,0
2421,0.9000,261.9656,285.6029,1.0902,0
2422,0.9000,198.2171,208.1946,1.0503,0
2423,1.0000,226.4509,248.8132,1.0988,0
2424,1.0000,174.5079,193.0104,1.1060,0
2425,1.0000,273.3386,286.0682,1.0466,0
2426,0.9000,278.7651,289.0294,1.0368,0
2427,1.0000,209.9786,237.5500,1.1313,0
2428,0.9000,265.6276,291.3417,1.0968,0
2429,1.0000,251.1573,280.5174,1.1169,0
2430,1.0000,175.1200,224.9667,1.2846,0
2431,1.0000,285.7341,302.6632,1.0592,0
2432,1.0000,166.7603,185.9543,1.1151,0
2433,1.0000,189.1349,200.5143,1.0602,0
2434,1.0000,215.4089,240.3227,1.1157,0
2435,1.0000,215.2975,233.8162,1.0860,0
2436,1.0000,211.2558,246.4894,1.1668,0
2437,1.0000,273.8357,295.9155,1.0806,0
2438,1.0000,189.2459,213.3331,1.1273,0
2439,1.0000,184.5075,215.9120,1.1702,0
2440,1.0000,264.8830,281.7286,1.0636,0
2441,1.0000,201.7721,218.5658,1.0832,0
2442,0.9000,179.6942,214.1962,1.1920,0
2443,1.0000,214.5787,244.2376,1.1382,0
2444,0.9000,143.7289,160.1687,1.1144,0
2445,1.0000,219.8431,231.0801,1.0511,0
2446,0.9000,212.5394,231.2315,1.0879,0
2447,1.0000,209.1698,275.4614,1.3169,0
2448,1.0000,209.4684,246.6475,1.1775,0
2449,1.0000,203.7744,216.2221,1.0611,0
2450,0.7000,273.5050,289.5255,1.0586,0
2451,1.0000,160.8353,181.9066,1.1310,0
2452,0.9000,235.2212,247.6005,1.0526,0
2453,0.9000,261.0306,291.0704,1.1151,0
2454,1.0000,199.8474,217.7200,1.0894,0
2455,1.0000,233.1888,258.0930,1.1068,0
2456,0.9000,218.2751,237.0105,1.0858,0
2457,0.8000,262.4386,272.2940,1.0376,0
2458,0.8000,245.5748,265.6596,1.0818,0
2459,1.0000,232.7982,269.6461,1.1583,0
2460,1.0000,150.3263,161.6014,1.0750,0
2461,1.0000,216.1897,248.6906,1.1503,0
2462,1.0000,204.9732,221.3707,1.0800,0
2463,0.7000,254.6075,265.0396,1.0410,0
2464,1.0000,200.8582,229.4755,1.1425,0
2465,1.0000,176.9604,206.1480,1.1649,0
2466,1.0000,169.9735,192.1302,1.1304,0
2467,0.9000,185.2728,219.0137,1.1821,0
2468,1.0000,223.9665,240.5099,1.0739,0
2469,1.0000,266.5971,303.0000,1.1365,0
2470,1.0000,190.7721,218.6298,1.1460,0
2471,1.0000,205.1317,244.1516,1.1902,0
2472,1.0000,212.7722,245.2020,1.1524,0
2473,1.0000,162.2406,178.2751,1.0988,0
2474,1.0000,223.3249,254.0394,1.1375,0
2475,1.0000,185.7794,209.0957,1.1255,0
2476,0.7000,262.6709,287.9896,1.0964,0
2477,1.0000,187.8856,226.0642,1.2032,0
2478,1.0000,242.6850,259.0039,1.0672,0
2479,1.0000,214.0958,238.7530,1.1152,0
2480,1.0000,205.2364,217.1704,1.0581,0
2481,1.0000,172.2179,215.3253,1.2503,0
2482,1.0000,164.1310,182.1510,1.1098,0
2483,1.0000,269.3882,286.2796,1.0627,0
2484,1.0000,209.2534,245.2713,1.1721,0
2485,0.9000,233.0751,271.3669,1.1643,0
2486,1.0000,144.6409,200.4146,1.3856,0
2487,1.0000,159.7561,210.5350,1.3179,0
2488,1.0000,260.6358,270.4958,1.0378,0
2489,0.8000,267.2302,280.9751,1.0514,0
2490,0.8000,278.2139,296.6867,1.0664,0
2491,1.0000,231.4649,258.2770,1.1158,0
2492,1.0000,198.8592,232.8583,1.1710,0
2493,1.0000,203.6026,223.6247,1.0983,0
2494,1.0000,239.2446,256.5443,1.0723,0
2495,1.0000,246.3027,269.8166,1.0955,0
2496,1.0000,217.8440,237.5942,1.0907,0
2497,1.0000,155.5667,194.2704,1.2488,0
2498,1.0000,248.9920,276.3784,1.1100,0
2499,1.0000,163.2820,174.4821,1.0686,0
2500,0.9000,184.3285,197.7878,1.0730,0
2501,0.7000,260.2787,274.7089,1.0554,0
2502,0.9000,269.1524,293.7652,1.0914,0
2503,1.0000,264.5090,277.2562,1.0482,0
2504,1.0000,236.7404,266.1128,1.1241,0
2505,1.0000,276.0978,291.9195,1.0573,0
2506,1.0000,188.7273,226.2410,1.1988,0
2507,0.8000,228.6023,248.6323,1.0876,0
2508,1.0000,192.2134,228.5782,1.1892,0
2509,1.0000,215.2115,241.2426,1.1210,0
2510,1.0000,207.2028,239.2488,1.1547,0
2511,0.9000,208.3507,239.1234,1.1477,0
2512,1.0000,213.9883,233.7456,1.0923,0
2513,1.0000,271.5272,288.3245,1.0619,0
2514,1.0000,218.6847,232.7746,1.0644,0
2515,0.9000,165.5657,177.3781,1.0713,0
2516,1.0000,262.1469,276.1250,1.0533,0
2517,0.9000,206.0194,216.8317,1.0525,0
2518,1.0000,210.8554,237.5311,1.1265,0
2519,1.0000,175.2370,196.1556,1.1194,0
2520,1.0000,262.9658,292.7234,1.1132,0
2521,1.0000,243.0782,263.9223,1.0858,0
2522,1.0000,114.7258,143.3388,1.2494,0
2523,1.0000,231.0584,242.8312,1.0510,0
2524,1.0000,144.2394,201.6730,1.3982,0
2525,1.0000,224.6375,245.2305,1.0917,0
2526,1.0000,257.9244,272.9780,1.0584,0
2527,0.7000,255.2371,264.8905,1.0378,0
2528,1.0000,240.8340,256.8424,1.0665,0
2529,1.0000,225.4994,246.6151,1.0936,0
2530,1.0000,213.9322,228.5717,1.0684,0
2531,0.9000,231.7477,257.1634,1.1097,0
2532,1.0000,187.7871,211.9269,1.1285,0
2533,0.9000,197.9318,219.7089,1.1100,0
2534,1.0000,200.6240,211.4261,1.0538,0
2535,1.0000,157.1432,175.0286,1.1138,0
2536,1.0000,209.1722,223.6918,1.0694,0
2537,1.0000,226.6826,262.8174,1.1594,0
2538,1.0000,176.8841,192.2030,1.0866,0
2539,0.9000,234.0534,244.2540,1.0436,0
2540,1.0000,185.6960,200.6863,1.0807,0
2541,1.0000,194.8718,227.3170,1.1665,0
2542,1.0000,169.6968,185.5344,1.0933,0
2543,0.9000,165.0121,178.9888,1.0847,0
2544,1.0000,112.3076,130.1345,1.1587,0
2545,1.0000,152.1315,183.2157,1.2043,0
2546,0.8000,169.6703,214.4668,1.2640,0
2547,0.9000,138.9064,163.5023,1.1771,0
2548,1.0000,176.3122,204.0515,1.1573,0
2549,1.0000,92.8924,103.0291,1.1091,0
2550,1.0000,176.4313,194.9538,1.1050,0
2551,1.0000,182.0330,196.4205,1.0790,0
2552,1.0000,142.9440,163.3065,1.1425,0
2553,1.0000,247.2104,269.3195,1.0894,0
2554,1.0000,144.6824,153.5448,1.0613,0
2555,1.0000,134.8184,171.6042,1.2729,0
2556,1.0000,174.6282,187.1042,1.0714,0
2557,1.0000,179.8055,207.1931,1.1523,0
2558,1.0000,153.5741,166.6433,1.0851,0
2559,1.0000,246.0488,263.6304,1.0715,0
2560,1.0000,173.1531,197.0939,1.1383,0
2561,1.0000,193.0881,206.2765,1.0683,0
2562,1.0000,163.5604,190.1894,1.1628,0
2563,1.0000,213.0117,226.9207,1.0653,0
2564,0.9000,199.0176,205.7304,1.0337,0
2565,1.0000,146.1232,174.2125,1.1922,0
2566,1.0000,139.8714,158.0316,1.1298,0
2567,1.0000,197.1066,235.9746,1.1972,0
2568,1.0000,187.1951,192.1978,1.0267,0
2569,1.0000,168.7335,195.9081,1.1611,0
2570,1.0000,212.3346,226.7818,1.0680,0
2571,1.0000,171.2600,197.0482,1.1506,0
2572,1.0000,232.2994,246.1768,1.0597,0
2573,1.0000,229.9630,251.6466,1.0943,0
2574,1.0000,201.4150,222.1846,1.1031,0
2575,1.0000,169.5759,189.2036,1.1157,0
2576,0.9000,195.4559,217.3292,1.1119,0
2577,1.0000,191.4079,207.2897,1.0830,0
2578,1.0000,221.5694,237.4826,1.0718,0
2579,1.0000,193.9407,222.0225,1.1448,0
2580,1.0000,203.4552,234.6465,1.1533,0
2581,1.0000,148.7985,201.7102,1.3556,0
2582,1.0000,147.9121,182.1071,1.2312,0
2583,0.9000,187.3446,202.7264,1.0821,0
2584,1.0000,153.0882,207.7498,1.3571,0
2585,1.0000,154.7999,198.7461,1.2839,0
2586,0.9000,186.1612,203.0222,1.0906,0
2587,1.0000,201.9431,210.2166,1.0410,0
2588,1.0000,180.3358,204.2719,1.1327,0
2589,1.0000,233.7541,254.6743,1.0895,0
2590,1.0000,182.5678,206.8284,1.1329,0
2591,1.0000,206.9106,249.5195,1.2059,0
2592,1.0000,226.5436,289.7568,1.2790,0
